date,sku,sales,is_promo,discount,price
2023-04-20,SKU001,120,1,20,80.0
2023-04-21,SKU001,75,1,10,90.0
2023-04-22,SKU001,139,1,20,80.0
2023-04-23,SKU001,78,0,0,100.0
2023-04-24,SKU001,86,0,0,100.0
2023-04-25,SKU001,94,0,0,100.0
2023-04-26,SKU001,90,0,0,100.0
2023-04-27,SKU001,64,0,0,100.0
2023-04-28,SKU001,77,0,0,100.0
2023-04-29,SKU001,57,0,0,100.0
2023-04-30,SKU001,111,0,0,100.0
2023-05-01,SKU001,87,0,0,100.0
2023-05-02,SKU001,84,0,0,100.0
2023-05-03,SKU001,60,0,0,100.0
2023-05-04,SKU001,115,1,20,80.0
2023-05-05,SKU001,120,1,15,85.0
2023-05-06,SKU001,85,1,10,90.0
2023-05-07,SKU001,56,0,0,100.0
2023-05-08,SKU001,96,0,0,100.0
2023-05-09,SKU001,79,0,0,100.0
2023-05-10,SKU001,75,0,0,100.0
2023-05-11,SKU001,108,0,0,100.0
2023-05-12,SKU001,90,0,0,100.0
2023-05-13,SKU001,90,0,0,100.0
2023-05-14,SKU001,73,0,0,100.0
2023-05-15,SKU001,97,0,0,100.0
2023-05-16,SKU001,105,0,0,100.0
2023-05-17,SKU001,61,0,0,100.0
2023-05-18,SKU001,114,1,15,85.0
2023-05-19,SKU001,110,1,15,85.0
2023-05-20,SKU001,143,1,10,90.0
2023-05-21,SKU001,100,0,0,100.0
2023-05-22,SKU001,50,0,0,100.0
2023-05-23,SKU001,59,0,0,100.0
2023-05-24,SKU001,74,0,0,100.0
2023-05-25,SKU001,99,0,0,100.0
2023-05-26,SKU001,67,0,0,100.0
2023-05-27,SKU001,94,0,0,100.0
2023-05-28,SKU001,85,0,0,100.0
2023-05-29,SKU001,56,0,0,100.0
2023-05-30,SKU001,56,0,0,100.0
2023-05-31,SKU001,79,0,0,100.0
2023-06-01,SKU001,86,1,25,75.0
2023-06-02,SKU001,78,1,20,80.0
2023-06-03,SKU001,110,1,10,90.0
2023-06-04,SKU001,83,0,0,100.0
2023-06-05,SKU001,30,0,0,100.0
2023-06-06,SKU001,36,0,0,100.0
2023-06-07,SKU001,56,0,0,100.0
2023-06-08,SKU001,55,0,0,100.0
2023-06-09,SKU001,52,0,0,100.0
2023-06-10,SKU001,66,0,0,100.0
2023-06-11,SKU001,54,0,0,100.0
2023-06-12,SKU001,67,0,0,100.0
2023-06-13,SKU001,62,0,0,100.0
2023-06-14,SKU001,45,0,0,100.0
2023-06-15,SKU001,78,1,15,85.0
2023-06-16,SKU001,80,1,20,80.0
2023-06-17,SKU001,136,1,25,75.0
2023-06-18,SKU001,62,0,0,100.0
2023-06-19,SKU001,42,0,0,100.0
2023-06-20,SKU001,57,0,0,100.0
2023-06-21,SKU001,51,0,0,100.0
2023-06-22,SKU001,70,0,0,100.0
2023-06-23,SKU001,40,0,0,100.0
2023-06-24,SKU001,85,0,0,100.0
2023-06-25,SKU001,89,0,0,100.0
2023-06-26,SKU001,67,0,0,100.0
2023-06-27,SKU001,41,0,0,100.0
2023-06-28,SKU001,68,0,0,100.0
2023-06-29,SKU001,59,1,25,75.0
2023-06-30,SKU001,78,1,15,85.0
2023-07-01,SKU001,85,1,25,75.0
2023-07-02,SKU001,79,0,0,100.0
2023-07-03,SKU001,65,0,0,100.0
2023-07-04,SKU001,68,0,0,100.0
2023-07-05,SKU001,42,0,0,100.0
2023-07-06,SKU001,48,0,0,100.0
2023-07-07,SKU001,41,0,0,100.0
2023-07-08,SKU001,81,0,0,100.0
2023-07-09,SKU001,77,0,0,100.0
2023-07-10,SKU001,61,0,0,100.0
2023-07-11,SKU001,56,0,0,100.0
2023-07-12,SKU001,58,0,0,100.0
2023-07-13,SKU001,76,1,20,80.0
2023-07-14,SKU001,99,1,20,80.0
2023-07-15,SKU001,86,1,15,85.0
2023-07-16,SKU001,86,0,0,100.0
2023-07-17,SKU001,63,0,0,100.0
2023-07-18,SKU001,70,0,0,100.0
2023-07-19,SKU001,43,0,0,100.0
2023-07-20,SKU001,71,0,0,100.0
2023-07-21,SKU001,63,0,0,100.0
2023-07-22,SKU001,82,0,0,100.0
2023-07-23,SKU001,80,0,0,100.0
2023-07-24,SKU001,74,0,0,100.0
2023-07-25,SKU001,51,0,0,100.0
2023-07-26,SKU001,72,0,0,100.0
2023-07-27,SKU001,67,1,15,85.0
2023-07-28,SKU001,64,1,20,80.0
2023-07-29,SKU001,113,1,20,80.0
2023-07-30,SKU001,80,0,0,100.0
2023-07-31,SKU001,86,0,0,100.0
2023-08-01,SKU001,59,0,0,100.0
2023-08-02,SKU001,53,0,0,100.0
2023-08-03,SKU001,58,0,0,100.0
2023-08-04,SKU001,82,0,0,100.0
2023-08-05,SKU001,67,0,0,100.0
2023-08-06,SKU001,72,0,0,100.0
2023-08-07,SKU001,52,0,0,100.0
2023-08-08,SKU001,58,0,0,100.0
2023-08-09,SKU001,82,0,0,100.0
2023-08-10,SKU001,82,1,10,90.0
2023-08-11,SKU001,120,1,15,85.0
2023-08-12,SKU001,110,1,10,90.0
2023-08-13,SKU001,104,0,0,100.0
2023-08-14,SKU001,75,0,0,100.0
2023-08-15,SKU001,75,0,0,100.0
2023-08-16,SKU001,104,0,0,100.0
2023-08-17,SKU001,58,0,0,100.0
2023-08-18,SKU001,76,0,0,100.0
2023-08-19,SKU001,59,0,0,100.0
2023-08-20,SKU001,105,0,0,100.0
2023-08-21,SKU001,52,0,0,100.0
2023-08-22,SKU001,88,0,0,100.0
2023-08-23,SKU001,83,0,0,100.0
2023-08-24,SKU001,92,1,20,80.0
2023-08-25,SKU001,118,1,10,90.0
2023-08-26,SKU001,153,1,15,85.0
2023-08-27,SKU001,92,0,0,100.0
2023-08-28,SKU001,61,0,0,100.0
2023-08-29,SKU001,72,0,0,100.0
2023-08-30,SKU001,79,0,0,100.0
2023-08-31,SKU001,58,0,0,100.0
2023-09-01,SKU001,67,0,0,100.0
2023-09-02,SKU001,111,0,0,100.0
2023-09-03,SKU001,101,0,0,100.0
2023-09-04,SKU001,87,0,0,100.0
2023-09-05,SKU001,84,0,0,100.0
2023-09-06,SKU001,64,0,0,100.0
2023-09-07,SKU001,91,1,10,90.0
2023-09-08,SKU001,86,1,10,90.0
2023-09-09,SKU001,130,1,10,90.0
2023-09-10,SKU001,94,0,0,100.0
2023-09-11,SKU001,59,0,0,100.0
2023-09-12,SKU001,45,0,0,100.0
2023-09-13,SKU001,64,0,0,100.0
2023-09-14,SKU001,75,0,0,100.0
2023-09-15,SKU001,45,0,0,100.0
2023-09-16,SKU001,58,0,0,100.0
2023-09-17,SKU001,73,0,0,100.0
2023-09-18,SKU001,71,0,0,100.0
2023-09-19,SKU001,67,0,0,100.0
2023-09-20,SKU001,54,0,0,100.0
2023-09-21,SKU001,89,1,25,75.0
2023-09-22,SKU001,95,1,10,90.0
2023-09-23,SKU001,128,1,10,90.0
2023-09-24,SKU001,82,0,0,100.0
2023-09-25,SKU001,82,0,0,100.0
2023-09-26,SKU001,86,0,0,100.0
2023-09-27,SKU001,101,0,0,100.0
2023-09-28,SKU001,71,0,0,100.0
2023-09-29,SKU001,58,0,0,100.0
2023-09-30,SKU001,70,0,0,100.0
2023-10-01,SKU001,111,0,0,100.0
2023-10-02,SKU001,58,0,0,100.0
2023-10-03,SKU001,89,0,0,100.0
2023-10-04,SKU001,69,0,0,100.0
2023-10-05,SKU001,98,1,10,90.0
2023-10-06,SKU001,123,1,20,80.0
2023-10-07,SKU001,166,1,25,75.0
2023-10-08,SKU001,79,0,0,100.0
2023-10-09,SKU001,60,0,0,100.0
2023-10-10,SKU001,85,0,0,100.0
2023-10-11,SKU001,75,0,0,100.0
2023-10-12,SKU001,52,0,0,100.0
2023-10-13,SKU001,58,0,0,100.0
2023-10-14,SKU001,83,0,0,100.0
2023-10-15,SKU001,66,0,0,100.0
2023-10-16,SKU001,89,0,0,100.0
2023-10-17,SKU001,81,0,0,100.0
2023-10-18,SKU001,87,0,0,100.0
2023-10-19,SKU001,112,1,20,80.0
2023-10-20,SKU001,105,1,25,75.0
2023-10-21,SKU001,142,1,20,80.0
2023-10-22,SKU001,85,0,0,100.0
2023-10-23,SKU001,106,0,0,100.0
2023-10-24,SKU001,85,0,0,100.0
2023-10-25,SKU001,55,0,0,100.0
2023-10-26,SKU001,96,0,0,100.0
2023-10-27,SKU001,60,0,0,100.0
2023-10-28,SKU001,84,0,0,100.0
2023-10-29,SKU001,101,0,0,100.0
2023-10-30,SKU001,104,0,0,100.0
2023-10-31,SKU001,48,0,0,100.0
2023-11-01,SKU001,44,0,0,100.0
2023-11-02,SKU001,94,1,20,80.0
2023-11-03,SKU001,86,1,25,75.0
2023-11-04,SKU001,107,1,25,75.0
2023-11-05,SKU001,76,0,0,100.0
2023-11-06,SKU001,87,0,0,100.0
2023-11-07,SKU001,96,0,0,100.0
2023-11-08,SKU001,85,0,0,100.0
2023-11-09,SKU001,70,0,0,100.0
2023-11-10,SKU001,66,0,0,100.0
2023-11-11,SKU001,98,0,0,100.0
2023-11-12,SKU001,107,0,0,100.0
2023-11-13,SKU001,95,0,0,100.0
2023-11-14,SKU001,69,0,0,100.0
2023-11-15,SKU001,76,0,0,100.0
2023-11-16,SKU001,65,1,20,80.0
2023-11-17,SKU001,99,1,20,80.0
2023-11-18,SKU001,122,1,15,85.0
2023-11-19,SKU001,105,0,0,100.0
2023-11-20,SKU001,88,0,0,100.0
2023-11-21,SKU001,87,0,0,100.0
2023-11-22,SKU001,97,0,0,100.0
2023-11-23,SKU001,98,0,0,100.0
2023-11-24,SKU001,70,0,0,100.0
2023-11-25,SKU001,82,0,0,100.0
2023-11-26,SKU001,93,0,0,100.0
2023-11-27,SKU001,101,0,0,100.0
2023-11-28,SKU001,99,0,0,100.0
2023-11-29,SKU001,75,0,0,100.0
2023-11-30,SKU001,137,1,20,80.0
2023-12-01,SKU001,94,1,10,90.0
2023-12-02,SKU001,200,1,15,85.0
2023-12-03,SKU001,117,0,0,100.0
2023-12-04,SKU001,113,0,0,100.0
2023-12-05,SKU001,123,0,0,100.0
2023-12-06,SKU001,122,0,0,100.0
2023-12-07,SKU001,87,0,0,100.0
2023-12-08,SKU001,97,0,0,100.0
2023-12-09,SKU001,134,0,0,100.0
2023-12-10,SKU001,84,0,0,100.0
2023-12-11,SKU001,124,0,0,100.0
2023-12-12,SKU001,96,0,0,100.0
2023-12-13,SKU001,109,0,0,100.0
2023-12-14,SKU001,173,1,20,80.0
2023-12-15,SKU001,155,1,10,90.0
2023-12-16,SKU001,126,1,10,90.0
2023-12-17,SKU001,110,0,0,100.0
2023-12-18,SKU001,73,0,0,100.0
2023-12-19,SKU001,79,0,0,100.0
2023-12-20,SKU001,110,0,0,100.0
2023-12-21,SKU001,105,0,0,100.0
2023-12-22,SKU001,100,0,0,100.0
2023-12-23,SKU001,113,0,0,100.0
2023-12-24,SKU001,109,0,0,100.0
2023-12-25,SKU001,130,0,0,100.0
2023-12-26,SKU001,120,0,0,100.0
2023-12-27,SKU001,75,0,0,100.0
2023-12-28,SKU001,173,1,20,80.0
2023-12-29,SKU001,151,1,15,85.0
2023-12-30,SKU001,133,1,15,85.0
2023-12-31,SKU001,101,0,0,100.0
2024-01-01,SKU001,106,0,0,100.0
2024-01-02,SKU001,80,0,0,100.0
2024-01-03,SKU001,77,0,0,100.0
2024-01-04,SKU001,78,0,0,100.0
2024-01-05,SKU001,130,0,0,100.0
2024-01-06,SKU001,79,0,0,100.0
2024-01-07,SKU001,97,0,0,100.0
2024-01-08,SKU001,98,0,0,100.0
2024-01-09,SKU001,88,0,0,100.0
2024-01-10,SKU001,93,0,0,100.0
2024-01-11,SKU001,99,1,25,75.0
2024-01-12,SKU001,123,1,15,85.0
2024-01-13,SKU001,182,1,15,85.0
2024-01-14,SKU001,96,0,0,100.0
2024-01-15,SKU001,92,0,0,100.0
2024-01-16,SKU001,72,0,0,100.0
2024-01-17,SKU001,90,0,0,100.0
2024-01-18,SKU001,76,0,0,100.0
2024-01-19,SKU001,94,0,0,100.0
2024-01-20,SKU001,89,0,0,100.0
2024-01-21,SKU001,119,0,0,100.0
2024-01-22,SKU001,107,0,0,100.0
2024-01-23,SKU001,106,0,0,100.0
2024-01-24,SKU001,65,0,0,100.0
2024-01-25,SKU001,125,1,20,80.0
2024-01-26,SKU001,144,1,15,85.0
2024-01-27,SKU001,211,1,25,75.0
2024-01-28,SKU001,140,0,0,100.0
2024-01-29,SKU001,117,0,0,100.0
2024-01-30,SKU001,108,0,0,100.0
2024-01-31,SKU001,80,0,0,100.0
2024-02-01,SKU001,72,0,0,100.0
2024-02-02,SKU001,62,0,0,100.0
2024-02-03,SKU001,99,0,0,100.0
2024-02-04,SKU001,100,0,0,100.0
2024-02-05,SKU001,78,0,0,100.0
2024-02-06,SKU001,90,0,0,100.0
2024-02-07,SKU001,64,0,0,100.0
2024-02-08,SKU001,110,1,15,85.0
2024-02-09,SKU001,149,1,25,75.0
2024-02-10,SKU001,141,1,10,90.0
2024-02-11,SKU001,72,0,0,100.0
2024-02-12,SKU001,97,0,0,100.0
2024-02-13,SKU001,89,0,0,100.0
2024-02-14,SKU001,92,0,0,100.0
2024-02-15,SKU001,63,0,0,100.0
2024-02-16,SKU001,97,0,0,100.0
2024-02-17,SKU001,62,0,0,100.0
2024-02-18,SKU001,57,0,0,100.0
2024-02-19,SKU001,106,0,0,100.0
2024-02-20,SKU001,65,0,0,100.0
2024-02-21,SKU001,60,0,0,100.0
2024-02-22,SKU001,119,1,15,85.0
2024-02-23,SKU001,116,1,25,75.0
2024-02-24,SKU001,115,1,20,80.0
2024-02-25,SKU001,111,0,0,100.0
2024-02-26,SKU001,93,0,0,100.0
2024-02-27,SKU001,69,0,0,100.0
2024-02-28,SKU001,50,0,0,100.0
2024-02-29,SKU001,77,0,0,100.0
2024-03-01,SKU001,48,0,0,100.0
2024-03-02,SKU001,123,0,0,100.0
2024-03-03,SKU001,66,0,0,100.0
2024-03-04,SKU001,68,0,0,100.0
2024-03-05,SKU001,101,0,0,100.0
2024-03-06,SKU001,78,0,0,100.0
2024-03-07,SKU001,90,1,15,85.0
2024-03-08,SKU001,103,1,10,90.0
2024-03-09,SKU001,87,1,20,80.0
2024-03-10,SKU001,55,0,0,100.0
2024-03-11,SKU001,94,0,0,100.0
2024-03-12,SKU001,77,0,0,100.0
2024-03-13,SKU001,84,0,0,100.0
2024-03-14,SKU001,51,0,0,100.0
2024-03-15,SKU001,93,0,0,100.0
2024-03-16,SKU001,115,0,0,100.0
2024-03-17,SKU001,109,0,0,100.0
2024-03-18,SKU001,62,0,0,100.0
2024-03-19,SKU001,88,0,0,100.0
2024-03-20,SKU001,83,0,0,100.0
2024-03-21,SKU001,74,1,20,80.0
2024-03-22,SKU001,98,1,20,80.0
2024-03-23,SKU001,129,1,10,90.0
2024-03-24,SKU001,84,0,0,100.0
2024-03-25,SKU001,100,0,0,100.0
2024-03-26,SKU001,56,0,0,100.0
2024-03-27,SKU001,44,0,0,100.0
2024-03-28,SKU001,105,0,0,100.0
2024-03-29,SKU001,58,0,0,100.0
2024-03-30,SKU001,111,0,0,100.0
2024-03-31,SKU001,83,0,0,100.0
2024-04-01,SKU001,80,0,0,100.0
2024-04-02,SKU001,73,0,0,100.0
2024-04-03,SKU001,106,0,0,100.0
2024-04-04,SKU001,89,1,20,80.0
2024-04-05,SKU001,120,1,10,90.0
2024-04-06,SKU001,165,1,25,75.0
2024-04-07,SKU001,99,0,0,100.0
2024-04-08,SKU001,93,0,0,100.0
2024-04-09,SKU001,59,0,0,100.0
2024-04-10,SKU001,105,0,0,100.0
2024-04-11,SKU001,60,0,0,100.0
2024-04-12,SKU001,64,0,0,100.0
2024-04-13,SKU001,71,0,0,100.0
2024-04-14,SKU001,76,0,0,100.0
2024-04-15,SKU001,63,0,0,100.0
2024-04-16,SKU001,106,0,0,100.0
2024-04-17,SKU001,78,0,0,100.0
2024-04-18,SKU001,78,1,15,85.0
2024-04-19,SKU001,123,1,25,75.0
2024-04-20,SKU001,137,1,10,90.0
2024-04-21,SKU001,102,0,0,100.0
2024-04-22,SKU001,80,0,0,100.0
2024-04-23,SKU001,68,0,0,100.0
2024-04-24,SKU001,68,0,0,100.0
2024-04-25,SKU001,51,0,0,100.0
2024-04-26,SKU001,86,0,0,100.0
2024-04-27,SKU001,96,0,0,100.0
2024-04-28,SKU001,116,0,0,100.0
2024-04-29,SKU001,74,0,0,100.0
2024-04-30,SKU001,43,0,0,100.0
2024-05-01,SKU001,85,0,0,100.0
2024-05-02,SKU001,131,1,25,75.0
2024-05-03,SKU001,122,1,25,75.0
2024-05-04,SKU001,117,1,25,75.0
2024-05-05,SKU001,80,0,0,100.0
2024-05-06,SKU001,75,0,0,100.0
2024-05-07,SKU001,82,0,0,100.0
2024-05-08,SKU001,81,0,0,100.0
2024-05-09,SKU001,99,0,0,100.0
2024-05-10,SKU001,65,0,0,100.0
2024-05-11,SKU001,112,0,0,100.0
2024-05-12,SKU001,99,0,0,100.0
2024-05-13,SKU001,105,0,0,100.0
2024-05-14,SKU001,96,0,0,100.0
2024-05-15,SKU001,90,0,0,100.0
2024-05-16,SKU001,148,1,25,75.0
2024-05-17,SKU001,64,1,20,80.0
2024-05-18,SKU001,146,1,20,80.0
2024-05-19,SKU001,97,0,0,100.0
2024-05-20,SKU001,79,0,0,100.0
2024-05-21,SKU001,78,0,0,100.0
2024-05-22,SKU001,72,0,0,100.0
2024-05-23,SKU001,67,0,0,100.0
2024-05-24,SKU001,83,0,0,100.0
2024-05-25,SKU001,75,0,0,100.0
2024-05-26,SKU001,93,0,0,100.0
2024-05-27,SKU001,61,0,0,100.0
2024-05-28,SKU001,71,0,0,100.0
2024-05-29,SKU001,67,0,0,100.0
2024-05-30,SKU001,58,1,15,85.0
2024-05-31,SKU001,102,1,20,80.0
2024-06-01,SKU001,129,1,20,80.0
2024-06-02,SKU001,61,0,0,100.0
2024-06-03,SKU001,43,0,0,100.0
2024-06-04,SKU001,49,0,0,100.0
2024-06-05,SKU001,73,0,0,100.0
2024-06-06,SKU001,76,0,0,100.0
2024-06-07,SKU001,35,0,0,100.0
2024-06-08,SKU001,65,0,0,100.0
2024-06-09,SKU001,51,0,0,100.0
2024-06-10,SKU001,68,0,0,100.0
2024-06-11,SKU001,52,0,0,100.0
2024-06-12,SKU001,54,0,0,100.0
2024-06-13,SKU001,103,1,25,75.0
2024-06-14,SKU001,88,1,25,75.0
2024-06-15,SKU001,135,1,20,80.0
2024-06-16,SKU001,83,0,0,100.0
2024-06-17,SKU001,61,0,0,100.0
2024-06-18,SKU001,58,0,0,100.0
2024-06-19,SKU001,59,0,0,100.0
2024-06-20,SKU001,39,0,0,100.0
2024-06-21,SKU001,60,0,0,100.0
2024-06-22,SKU001,71,0,0,100.0
2024-06-23,SKU001,43,0,0,100.0
2024-06-24,SKU001,48,0,0,100.0
2024-06-25,SKU001,50,0,0,100.0
2024-06-26,SKU001,62,0,0,100.0
2024-06-27,SKU001,74,1,15,85.0
2024-06-28,SKU001,79,1,25,75.0
2024-06-29,SKU001,121,1,25,75.0
2024-06-30,SKU001,61,0,0,100.0
2024-07-01,SKU001,44,0,0,100.0
2024-07-02,SKU001,57,0,0,100.0
2024-07-03,SKU001,36,0,0,100.0
2024-07-04,SKU001,68,0,0,100.0
2024-07-05,SKU001,69,0,0,100.0
2024-07-06,SKU001,89,0,0,100.0
2024-07-07,SKU001,65,0,0,100.0
2024-07-08,SKU001,69,0,0,100.0
2024-07-09,SKU001,73,0,0,100.0
2024-07-10,SKU001,76,0,0,100.0
2024-07-11,SKU001,78,1,10,90.0
2024-07-12,SKU001,118,1,20,80.0
2024-07-13,SKU001,128,1,20,80.0
2024-07-14,SKU001,68,0,0,100.0
2024-07-15,SKU001,66,0,0,100.0
2024-07-16,SKU001,70,0,0,100.0
2024-07-17,SKU001,51,0,0,100.0
2024-07-18,SKU001,85,0,0,100.0
2024-07-19,SKU001,54,0,0,100.0
2024-07-20,SKU001,50,0,0,100.0
2024-07-21,SKU001,49,0,0,100.0
2024-07-22,SKU001,64,0,0,100.0
2024-07-23,SKU001,57,0,0,100.0
2024-07-24,SKU001,60,0,0,100.0
2024-07-25,SKU001,63,1,10,90.0
2024-07-26,SKU001,64,1,10,90.0
2024-07-27,SKU001,63,1,10,90.0
2024-07-28,SKU001,46,0,0,100.0
2024-07-29,SKU001,81,0,0,100.0
2024-07-30,SKU001,49,0,0,100.0
2024-07-31,SKU001,64,0,0,100.0
2024-08-01,SKU001,75,0,0,100.0
2024-08-02,SKU001,66,0,0,100.0
2024-08-03,SKU001,71,0,0,100.0
2024-08-04,SKU001,74,0,0,100.0
2024-08-05,SKU001,64,0,0,100.0
2024-08-06,SKU001,57,0,0,100.0
2024-08-07,SKU001,76,0,0,100.0
2024-08-08,SKU001,87,1,10,90.0
2024-08-09,SKU001,109,1,20,80.0
2024-08-10,SKU001,78,1,20,80.0
2024-08-11,SKU001,79,0,0,100.0
2024-08-12,SKU001,56,0,0,100.0
2024-08-13,SKU001,46,0,0,100.0
2024-08-14,SKU001,60,0,0,100.0
2024-08-15,SKU001,67,0,0,100.0
2024-08-16,SKU001,75,0,0,100.0
2024-08-17,SKU001,103,0,0,100.0
2024-08-18,SKU001,76,0,0,100.0
2024-08-19,SKU001,56,0,0,100.0
2024-08-20,SKU001,80,0,0,100.0
2024-08-21,SKU001,67,0,0,100.0
2024-08-22,SKU001,111,1,20,80.0
2024-08-23,SKU001,139,1,20,80.0
2024-08-24,SKU001,115,1,20,80.0
2024-08-25,SKU001,81,0,0,100.0
2024-08-26,SKU001,58,0,0,100.0
2024-08-27,SKU001,64,0,0,100.0
2024-08-28,SKU001,53,0,0,100.0
2024-08-29,SKU001,84,0,0,100.0
2024-08-30,SKU001,77,0,0,100.0
2024-08-31,SKU001,97,0,0,100.0
2024-09-01,SKU001,96,0,0,100.0
2024-09-02,SKU001,104,0,0,100.0
2024-09-03,SKU001,64,0,0,100.0
2024-09-04,SKU001,91,0,0,100.0
2024-09-05,SKU001,71,1,15,85.0
2024-09-06,SKU001,78,1,25,75.0
2024-09-07,SKU001,77,1,10,90.0
2024-09-08,SKU001,69,0,0,100.0
2024-09-09,SKU001,64,0,0,100.0
2024-09-10,SKU001,49,0,0,100.0
2024-09-11,SKU001,99,0,0,100.0
2024-09-12,SKU001,83,0,0,100.0
2024-09-13,SKU001,45,0,0,100.0
2024-09-14,SKU001,83,0,0,100.0
2024-09-15,SKU001,103,0,0,100.0
2024-09-16,SKU001,48,0,0,100.0
2024-09-17,SKU001,91,0,0,100.0
2024-09-18,SKU001,76,0,0,100.0
2024-09-19,SKU001,69,1,15,85.0
2024-09-20,SKU001,101,1,25,75.0
2024-09-21,SKU001,118,1,20,80.0
2024-09-22,SKU001,86,0,0,100.0
2024-09-23,SKU001,77,0,0,100.0
2024-09-24,SKU001,91,0,0,100.0
2024-09-25,SKU001,62,0,0,100.0
